all_time_snapshot_count,arbitration_confidence,arbitration_spread_pick,arbitration_total_pick,away_3pt_pct,away_b2b_flag,away_fatigue_flag,away_rest_days,away_team,away_went_ot_last_game,consensus_book_count,edge_bucket,favorite_dog_bias_flag,game_date_local,game_id,historical_bucket_win_rate,home_3pt_pct,home_b2b_flag,home_fatigue_flag,home_rest_days,home_team,home_went_ot_last_game,model_confidence,model_name,model_projected_margin,model_projected_total,model_regime_normal,model_spread_edge,model_spread_pick,model_total_edge,model_total_pick,moneyline_home_last,odds_snapshot_last_utc,over_under_bias_flag,override_confidence_delta,override_pick,override_reason,parlay_edge_score,spread_edge,spread_edge_percentile,spread_home_consensus,spread_home_consensus_all_time,spread_home_last,three_pt_diff,total_consensus,total_consensus_all_time,total_edge,total_edge_percentile,total_last
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,FatiguePlus_v3,,,,-4.007909982174681,HOME,5.957477718360053,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,InjuryModel_v2,,,,-1.5300849821746811,HOME,5.929527718360049,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,Joel_Baseline_v1,,,,3.570409982174681,HOME,6.51247771836006,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,MarketBlend_v1,,,,-5.179090909090917,HOME,3.3213636363636283,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,MarketPressure_v2,,,,-3.570409982174681,HOME,4.884358288770045,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,Momentum5Game_v1,,,,-9.7,HOME,-7.2,UNDER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
12,,,,,False,True,1,Cleveland Cavaliers,,11,2-4,,2026-03-11T00:00:00Z,0022500947,0.5021834061135371,,False,True,2,Orlando Magic,,,MonkeyDarts_v2,,,,1.193082564939015,AWAY,12.754681357920958,OVER,136,2026-03-11T22:55:03.813661+00:00,,,,,9.942067736185379,3.570409982174681,0.25,3.409,2.864,3.5,0,226.091,225.909,6.51247771836006,0.5,226.0
11,,,,,True,True,0,Toronto Raptors,,11,0-1,,2026-03-11T00:00:00Z,0022500948,0.5206611570247934,,False,True,2,New Orleans Pelicans,,,FatiguePlus_v3,,,,-2.552205882352942,HOME,-4.840294117647062,UNDER,122,2026-03-11T22:55:03.813661+00:00,,-0.5,OVER,Tight total edge; recent shooting volatility suggests caution,2.500000000000014,0.014705882352942012,0.1,2.5,1.318,2.5,0,234.727,232.591,-2.485294117647072,0.25,235.0
11,,,,,True,True,0,Toronto Raptors,,11,0-1,,2026-03-11T00:00:00Z,0022500948,0.5206611570247934,,False,True,2,New Orleans Pelicans,,,InjuryModel_v2,,,,1.224644117647058,AWAY,-2.8393941176470605,UNDER,122,2026-03-11T22:55:03.813661+00:00,,-0.5,OVER,Tight total edge; recent shooting volatility suggests caution,2.500000000000014,0.014705882352942012,0.1,2.5,1.318,2.5,0,234.727,232.591,-2.485294117647072,0.25,235.0
11,,,,,True,True,0,Toronto Raptors,,11,0-1,,2026-03-11T00:00:00Z,0022500948,0.5206611570247934,,False,True,2,New Orleans Pelicans,,,Joel_Baseline_v1,,,,0.014705882352942012,HOME,-2.485294117647072,UNDER,122,2026-03-11T22:55:03.813661+00:00,,-0.5,OVER,Tight total edge; recent shooting volatility suggests caution,2.500000000000014,0.014705882352942012,0.1,2.5,1.318,2.5,0,234.727,232.591,-2.485294117647072,0.25,235.0
