game_id,game_date,home_team,away_team,spread_pick,total_pick,spread_edge,total_edge,parlay_edge_score,spread_home_last,total_last,moneyline_home_last,confidence_tier,cluster_alignment,disagreement_flag,actionability
0022500158,2025-11-03T00:00:00Z,Boston Celtics,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500159,2025-11-03T00:00:00Z,New York Knicks,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500160,2025-11-03T00:00:00Z,Houston Rockets,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500161,2025-11-03T00:00:00Z,Memphis Grizzlies,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500162,2025-11-03T00:00:00Z,Denver Nuggets,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500163,2025-11-03T00:00:00Z,Portland Trail Blazers,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500164,2025-11-03T00:00:00Z,LA Clippers,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500165,2025-11-04T00:00:00Z,Toronto Raptors,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500166,2025-11-04T00:00:00Z,Atlanta Hawks,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500167,2025-11-04T00:00:00Z,Chicago Bulls,Philadelphia 76ers,,,,,,,,,IGNORE,NONE,False,
0022500168,2025-11-04T00:00:00Z,New Orleans Pelicans,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500169,2025-11-04T00:00:00Z,Golden State Warriors,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500170,2025-11-04T00:00:00Z,LA Clippers,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500171,2025-11-05T00:00:00Z,Cleveland Cavaliers,Philadelphia 76ers,,,,,,,,,IGNORE,NONE,False,
0022500172,2025-11-05T00:00:00Z,Detroit Pistons,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500173,2025-11-05T00:00:00Z,Indiana Pacers,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500174,2025-11-05T00:00:00Z,Boston Celtics,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500175,2025-11-05T00:00:00Z,New York Knicks,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500176,2025-11-05T00:00:00Z,Memphis Grizzlies,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500177,2025-11-05T00:00:00Z,Dallas Mavericks,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500178,2025-11-05T00:00:00Z,Denver Nuggets,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500179,2025-11-05T00:00:00Z,Los Angeles Lakers,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500180,2025-11-05T00:00:00Z,Portland Trail Blazers,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500181,2025-11-05T00:00:00Z,Sacramento Kings,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500182,2025-11-06T00:00:00Z,Phoenix Suns,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500183,2025-11-08T00:00:00Z,Washington Wizards,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500184,2025-11-08T00:00:00Z,Philadelphia 76ers,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500185,2025-11-08T00:00:00Z,Atlanta Hawks,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500186,2025-11-08T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500187,2025-11-08T00:00:00Z,Miami Heat,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500188,2025-11-08T00:00:00Z,San Antonio Spurs,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500189,2025-11-08T00:00:00Z,Denver Nuggets,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500190,2025-11-08T00:00:00Z,LA Clippers,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500191,2025-11-09T00:00:00Z,Milwaukee Bucks,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500192,2025-11-09T00:00:00Z,New York Knicks,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500193,2025-11-09T00:00:00Z,Orlando Magic,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500194,2025-11-09T00:00:00Z,Memphis Grizzlies,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500195,2025-11-09T00:00:00Z,Philadelphia 76ers,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500196,2025-11-09T00:00:00Z,Golden State Warriors,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500197,2025-11-09T00:00:00Z,Sacramento Kings,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500198,2025-11-10T00:00:00Z,Charlotte Hornets,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500199,2025-11-10T00:00:00Z,Detroit Pistons,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500200,2025-11-10T00:00:00Z,Orlando Magic,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500201,2025-11-10T00:00:00Z,Miami Heat,Cleveland Cavaliers,,,,,,,,,IGNORE,NONE,False,
0022500202,2025-11-10T00:00:00Z,Chicago Bulls,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500203,2025-11-10T00:00:00Z,Dallas Mavericks,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500204,2025-11-10T00:00:00Z,Phoenix Suns,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500205,2025-11-10T00:00:00Z,Utah Jazz,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500206,2025-11-10T00:00:00Z,LA Clippers,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500207,2025-11-11T00:00:00Z,Brooklyn Nets,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500208,2025-11-11T00:00:00Z,New York Knicks,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500209,2025-11-11T00:00:00Z,Philadelphia 76ers,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500210,2025-11-11T00:00:00Z,Oklahoma City Thunder,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500211,2025-11-11T00:00:00Z,Utah Jazz,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500212,2025-11-11T00:00:00Z,Sacramento Kings,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500213,2025-11-12T00:00:00Z,Charlotte Hornets,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500214,2025-11-12T00:00:00Z,Detroit Pistons,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500215,2025-11-12T00:00:00Z,New York Knicks,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500216,2025-11-12T00:00:00Z,Boston Celtics,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500217,2025-11-12T00:00:00Z,Miami Heat,Cleveland Cavaliers,,,,,,,,,IGNORE,NONE,False,
0022500218,2025-11-12T00:00:00Z,Houston Rockets,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500219,2025-11-12T00:00:00Z,New Orleans Pelicans,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500220,2025-11-12T00:00:00Z,San Antonio Spurs,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500221,2025-11-12T00:00:00Z,Dallas Mavericks,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500222,2025-11-12T00:00:00Z,Oklahoma City Thunder,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500223,2025-11-12T00:00:00Z,Sacramento Kings,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500224,2025-11-12T00:00:00Z,LA Clippers,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500225,2025-11-13T00:00:00Z,Cleveland Cavaliers,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500226,2025-11-13T00:00:00Z,Phoenix Suns,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500227,2025-11-13T00:00:00Z,Utah Jazz,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500228,2025-11-15T00:00:00Z,Cleveland Cavaliers,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500229,2025-11-15T00:00:00Z,Charlotte Hornets,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500230,2025-11-15T00:00:00Z,Indiana Pacers,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500231,2025-11-15T00:00:00Z,Milwaukee Bucks,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500232,2025-11-15T00:00:00Z,Minnesota Timberwolves,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500233,2025-11-16T00:00:00Z,Boston Celtics,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500234,2025-11-16T00:00:00Z,San Antonio Spurs,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500235,2025-11-16T00:00:00Z,Washington Wizards,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500236,2025-11-16T00:00:00Z,Houston Rockets,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500237,2025-11-16T00:00:00Z,New Orleans Pelicans,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500238,2025-11-16T00:00:00Z,Dallas Mavericks,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500239,2025-11-16T00:00:00Z,Phoenix Suns,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500240,2025-11-16T00:00:00Z,Utah Jazz,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500241,2025-11-17T00:00:00Z,Cleveland Cavaliers,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500242,2025-11-17T00:00:00Z,Detroit Pistons,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500243,2025-11-17T00:00:00Z,Philadelphia 76ers,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500244,2025-11-17T00:00:00Z,Miami Heat,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500245,2025-11-17T00:00:00Z,Toronto Raptors,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500246,2025-11-17T00:00:00Z,Minnesota Timberwolves,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500247,2025-11-17T00:00:00Z,New Orleans Pelicans,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500248,2025-11-17T00:00:00Z,Denver Nuggets,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500249,2025-11-18T00:00:00Z,Orlando Magic,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500250,2025-11-18T00:00:00Z,Brooklyn Nets,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500251,2025-11-18T00:00:00Z,Atlanta Hawks,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500252,2025-11-18T00:00:00Z,San Antonio Spurs,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500253,2025-11-18T00:00:00Z,Los Angeles Lakers,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500254,2025-11-18T00:00:00Z,Portland Trail Blazers,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500255,2025-11-19T00:00:00Z,Cleveland Cavaliers,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500256,2025-11-19T00:00:00Z,Indiana Pacers,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500257,2025-11-19T00:00:00Z,Miami Heat,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500258,2025-11-19T00:00:00Z,Philadelphia 76ers,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500259,2025-11-19T00:00:00Z,Minnesota Timberwolves,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500260,2025-11-19T00:00:00Z,New Orleans Pelicans,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500261,2025-11-19T00:00:00Z,Oklahoma City Thunder,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500262,2025-11-19T00:00:00Z,Dallas Mavericks,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500263,2025-11-19T00:00:00Z,Portland Trail Blazers,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500264,2025-11-20T00:00:00Z,Orlando Magic,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500265,2025-11-20T00:00:00Z,Memphis Grizzlies,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500266,2025-11-20T00:00:00Z,Milwaukee Bucks,Philadelphia 76ers,,,,,,,,,IGNORE,NONE,False,
0022500267,2025-11-20T00:00:00Z,San Antonio Spurs,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500268,2025-11-22T00:00:00Z,Charlotte Hornets,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500269,2025-11-22T00:00:00Z,Orlando Magic,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500270,2025-11-22T00:00:00Z,New Orleans Pelicans,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500271,2025-11-22T00:00:00Z,Chicago Bulls,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500272,2025-11-22T00:00:00Z,Milwaukee Bucks,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500273,2025-11-22T00:00:00Z,Dallas Mavericks,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500274,2025-11-22T00:00:00Z,Denver Nuggets,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500275,2025-11-23T00:00:00Z,Philadelphia 76ers,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500276,2025-11-23T00:00:00Z,Atlanta Hawks,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500277,2025-11-23T00:00:00Z,Boston Celtics,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500278,2025-11-23T00:00:00Z,Cleveland Cavaliers,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500279,2025-11-23T00:00:00Z,Toronto Raptors,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500280,2025-11-23T00:00:00Z,Oklahoma City Thunder,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500281,2025-11-23T00:00:00Z,Phoenix Suns,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500282,2025-11-23T00:00:00Z,Utah Jazz,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500283,2025-11-24T00:00:00Z,Indiana Pacers,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500284,2025-11-24T00:00:00Z,Toronto Raptors,Cleveland Cavaliers,,,,,,,,,IGNORE,NONE,False,
0022500285,2025-11-24T00:00:00Z,Brooklyn Nets,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500286,2025-11-24T00:00:00Z,Miami Heat,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500287,2025-11-24T00:00:00Z,Memphis Grizzlies,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500288,2025-11-24T00:00:00Z,Milwaukee Bucks,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500289,2025-11-24T00:00:00Z,New Orleans Pelicans,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500290,2025-11-24T00:00:00Z,Phoenix Suns,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500291,2025-11-24T00:00:00Z,Golden State Warriors,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500292,2025-11-24T00:00:00Z,Sacramento Kings,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500293,2025-11-29T00:00:00Z,Minnesota Timberwolves,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500294,2025-11-29T00:00:00Z,Charlotte Hornets,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500295,2025-11-29T00:00:00Z,Indiana Pacers,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500296,2025-11-29T00:00:00Z,Miami Heat,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500297,2025-11-29T00:00:00Z,Milwaukee Bucks,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500298,2025-11-29T00:00:00Z,Golden State Warriors,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500299,2025-11-29T00:00:00Z,Phoenix Suns,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500300,2025-11-29T00:00:00Z,LA Clippers,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500301,2025-11-30T00:00:00Z,Utah Jazz,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500302,2025-11-30T00:00:00Z,Cleveland Cavaliers,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500303,2025-11-30T00:00:00Z,New York Knicks,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500304,2025-11-30T00:00:00Z,Philadelphia 76ers,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500305,2025-11-30T00:00:00Z,Portland Trail Blazers,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500306,2025-11-30T00:00:00Z,Minnesota Timberwolves,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500307,2025-11-30T00:00:00Z,Sacramento Kings,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500308,2025-11-30T00:00:00Z,Los Angeles Lakers,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500309,2025-12-01T00:00:00Z,Detroit Pistons,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500310,2025-12-01T00:00:00Z,Indiana Pacers,Cleveland Cavaliers,,,,,,,,,IGNORE,NONE,False,
0022500311,2025-12-01T00:00:00Z,Washington Wizards,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500312,2025-12-01T00:00:00Z,Brooklyn Nets,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500313,2025-12-01T00:00:00Z,Miami Heat,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500314,2025-12-01T00:00:00Z,Orlando Magic,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500315,2025-12-01T00:00:00Z,Denver Nuggets,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500316,2025-12-01T00:00:00Z,Utah Jazz,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500317,2025-12-01T00:00:00Z,Los Angeles Lakers,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500318,2025-12-02T00:00:00Z,Philadelphia 76ers,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500319,2025-12-02T00:00:00Z,Toronto Raptors,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500320,2025-12-02T00:00:00Z,Boston Celtics,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500321,2025-12-02T00:00:00Z,New Orleans Pelicans,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500322,2025-12-02T00:00:00Z,San Antonio Spurs,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500323,2025-12-02T00:00:00Z,Golden State Warriors,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500324,2025-12-03T00:00:00Z,Cleveland Cavaliers,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500325,2025-12-03T00:00:00Z,Indiana Pacers,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500326,2025-12-03T00:00:00Z,Orlando Magic,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500327,2025-12-03T00:00:00Z,Atlanta Hawks,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500328,2025-12-03T00:00:00Z,New York Knicks,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500329,2025-12-03T00:00:00Z,Chicago Bulls,Brooklyn Nets,,,,,,,,,IGNORE,NONE,False,
0022500330,2025-12-03T00:00:00Z,Houston Rockets,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500331,2025-12-03T00:00:00Z,Milwaukee Bucks,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500332,2025-12-03T00:00:00Z,Dallas Mavericks,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500333,2025-12-04T00:00:00Z,Philadelphia 76ers,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500334,2025-12-04T00:00:00Z,Washington Wizards,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500335,2025-12-04T00:00:00Z,Brooklyn Nets,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500336,2025-12-04T00:00:00Z,Toronto Raptors,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500337,2025-12-04T00:00:00Z,New Orleans Pelicans,Minnesota Timberwolves,,,,,,,,,IGNORE,NONE,False,
0022500338,2025-12-05T00:00:00Z,Boston Celtics,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500339,2025-12-05T00:00:00Z,Orlando Magic,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500340,2025-12-05T00:00:00Z,Atlanta Hawks,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500341,2025-12-05T00:00:00Z,Cleveland Cavaliers,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500342,2025-12-05T00:00:00Z,Detroit Pistons,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500343,2025-12-05T00:00:00Z,New York Knicks,Utah Jazz,,,,,,,,,IGNORE,NONE,False,
0022500344,2025-12-05T00:00:00Z,Toronto Raptors,Charlotte Hornets,,,,,,,,,IGNORE,NONE,False,
0022500345,2025-12-05T00:00:00Z,Chicago Bulls,Indiana Pacers,,,,,,,,,IGNORE,NONE,False,
0022500346,2025-12-05T00:00:00Z,Houston Rockets,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500347,2025-12-05T00:00:00Z,Memphis Grizzlies,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500348,2025-12-05T00:00:00Z,Milwaukee Bucks,Philadelphia 76ers,,,,,,,,,IGNORE,NONE,False,
0022500349,2025-12-05T00:00:00Z,Oklahoma City Thunder,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500350,2025-12-06T00:00:00Z,Brooklyn Nets,New Orleans Pelicans,,,,,,,,,IGNORE,NONE,False,
0022500351,2025-12-06T00:00:00Z,Washington Wizards,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500352,2025-12-06T00:00:00Z,Cleveland Cavaliers,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500353,2025-12-06T00:00:00Z,Detroit Pistons,Milwaukee Bucks,,,,,,,,,IGNORE,NONE,False,
0022500354,2025-12-06T00:00:00Z,Miami Heat,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500355,2025-12-06T00:00:00Z,Minnesota Timberwolves,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500356,2025-12-06T00:00:00Z,Dallas Mavericks,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500357,2025-12-07T00:00:00Z,New York Knicks,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500358,2025-12-07T00:00:00Z,Toronto Raptors,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
0022500359,2025-12-07T00:00:00Z,Charlotte Hornets,Denver Nuggets,,,,,,,,,IGNORE,NONE,False,
0022500360,2025-12-07T00:00:00Z,Memphis Grizzlies,Portland Trail Blazers,,,,,,,,,IGNORE,NONE,False,
0022500361,2025-12-07T00:00:00Z,Chicago Bulls,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500362,2025-12-07T00:00:00Z,Philadelphia 76ers,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500363,2025-12-07T00:00:00Z,Utah Jazz,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500364,2025-12-08T00:00:00Z,Indiana Pacers,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500365,2025-12-08T00:00:00Z,Minnesota Timberwolves,Phoenix Suns,,,,,,,,,IGNORE,NONE,False,
0022500366,2025-12-08T00:00:00Z,New Orleans Pelicans,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500367,2025-12-17T00:00:00Z,Chicago Bulls,Cleveland Cavaliers,,,,,,,,,IGNORE,NONE,False,
0022500368,2025-12-17T00:00:00Z,Minnesota Timberwolves,Memphis Grizzlies,,,,,,,,,IGNORE,NONE,False,
0022500369,2025-12-18T00:00:00Z,Oklahoma City Thunder,LA Clippers,,,,,,,,,IGNORE,NONE,False,
0022500370,2025-12-18T00:00:00Z,San Antonio Spurs,Washington Wizards,,,,,,,,,IGNORE,NONE,False,
0022500371,2025-12-18T00:00:00Z,Charlotte Hornets,Atlanta Hawks,,,,,,,,,IGNORE,NONE,False,
0022500372,2025-12-18T00:00:00Z,Indiana Pacers,New York Knicks,,,,,,,,,IGNORE,NONE,False,
0022500373,2025-12-18T00:00:00Z,Brooklyn Nets,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500374,2025-12-18T00:00:00Z,Milwaukee Bucks,Toronto Raptors,,,,,,,,,IGNORE,NONE,False,
0022500375,2025-12-18T00:00:00Z,New Orleans Pelicans,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500376,2025-12-18T00:00:00Z,Dallas Mavericks,Detroit Pistons,,,,,,,,,IGNORE,NONE,False,
0022500377,2025-12-18T00:00:00Z,Denver Nuggets,Orlando Magic,,,,,,,,,IGNORE,NONE,False,
0022500378,2025-12-18T00:00:00Z,Phoenix Suns,Golden State Warriors,,,,,,,,,IGNORE,NONE,False,
0022500379,2025-12-18T00:00:00Z,Utah Jazz,Los Angeles Lakers,,,,,,,,,IGNORE,NONE,False,
0022500380,2025-12-18T00:00:00Z,Portland Trail Blazers,Sacramento Kings,,,,,,,,,IGNORE,NONE,False,
0022500381,2025-12-19T00:00:00Z,Boston Celtics,Miami Heat,,,,,,,,,IGNORE,NONE,False,
0022500382,2025-12-19T00:00:00Z,New York Knicks,Philadelphia 76ers,,,,,,,,,IGNORE,NONE,False,
0022500383,2025-12-19T00:00:00Z,Atlanta Hawks,San Antonio Spurs,,,,,,,,,IGNORE,NONE,False,
0022500384,2025-12-19T00:00:00Z,Cleveland Cavaliers,Chicago Bulls,,,,,,,,,IGNORE,NONE,False,
0022500385,2025-12-19T00:00:00Z,Minnesota Timberwolves,Oklahoma City Thunder,,,,,,,,,IGNORE,NONE,False,
0022500386,2025-12-20T00:00:00Z,Denver Nuggets,Houston Rockets,,,,,,,,,IGNORE,NONE,False,
0022500387,2025-12-20T00:00:00Z,Philadelphia 76ers,Dallas Mavericks,,,,,,,,,IGNORE,NONE,False,
0022500388,2025-12-20T00:00:00Z,Toronto Raptors,Boston Celtics,,,,,,,,,IGNORE,NONE,False,
