game_id,game_date,season_year,side,team_id,team,abbr,opponent_side,opponent_team_id,opponent,opponent_abbr,points_scored,points_allowed,went_ot,ot_minutes,rest_days,rest_bucket,fatigue_flag,fatigue_score,fatigue_diff_home_minus_away,avg_points_for,avg_points_against,net_rating,last5_points_for,last5_points_against,net_rating_last5,team_3pm,team_3pa,team_3pt_pct,injury_impact,num_out,num_questionable
0012500021,2025-10-14T00:00:00Z,2025,home,1610612757,Portland Trail Blazers,POR,away,1610612744,Golden State Warriors,GSW,111,118,False,0,3,3_plus_days,False,0.0,-0.4,124.0,123.0,1.0,,,,9,43,0.2093,0.0,0,0
0012500021,2025-10-14T00:00:00Z,2025,away,1610612744,Golden State Warriors,GSW,home,1610612757,Portland Trail Blazers,POR,118,111,False,0,1,1_day,True,0.4,-0.4,116.0,126.0,-10.0,,,,18,50,0.36,0.0,0,0
0012500057,2025-10-14T00:00:00Z,2025,home,1610612739,Cleveland Cavaliers,CLE,away,1610612765,Detroit Pistons,DET,118,100,False,0,1,1_day,True,0.4,0.4,117.0,118.0,-1.0,,,,17,43,0.3953,0.0,0,0
0012500057,2025-10-14T00:00:00Z,2025,away,1610612765,Detroit Pistons,DET,home,1610612739,Cleveland Cavaliers,CLE,100,118,False,0,4,3_plus_days,False,0.0,0.4,119.5,114.5,5.0,,,,8,24,0.3333,0.0,0,0
0012500058,2025-10-14T00:00:00Z,2025,home,1610612749,Milwaukee Bucks,MIL,away,1610612760,Oklahoma City Thunder,OKC,112,116,False,0,1,1_day,True,0.4,0.25,117.0,111.0,6.0,,,,18,45,0.4,0.0,0,0
0012500058,2025-10-14T00:00:00Z,2025,away,1610612760,Oklahoma City Thunder,OKC,home,1610612749,Milwaukee Bucks,MIL,116,112,False,0,2,2_days,True,0.15,0.25,108.33333333333333,112.0,-3.6666666666666714,,,,16,43,0.3721,0.0,0,0
0012500059,2025-10-14T00:00:00Z,2025,home,1610612743,Denver Nuggets,DEN,away,1610612741,Chicago Bulls,CHI,124,117,False,0,1,1_day,True,0.4,0.0,116.0,126.0,-10.0,,,,9,33,0.2727,0.0,0,0
0012500059,2025-10-14T00:00:00Z,2025,away,1610612741,Chicago Bulls,CHI,home,1610612743,Denver Nuggets,DEN,117,124,False,0,1,1_day,True,0.4,0.0,118.0,117.0,1.0,,,,13,38,0.3421,0.0,0,0
0012500060,2025-10-14T00:00:00Z,2025,home,1610612756,Phoenix Suns,PHX,away,1610612747,Los Angeles Lakers,LAL,113,104,False,0,1,1_day,True,0.4,0.0,109.0,111.0,-2.0,,,,16,42,0.381,0.0,0,0
0012500060,2025-10-14T00:00:00Z,2025,away,1610612747,Los Angeles Lakers,LAL,home,1610612756,Phoenix Suns,PHX,104,113,False,0,1,1_day,True,0.4,0.0,103.0,111.0,-8.0,,,,11,33,0.3333,0.0,0,0
0012500005,2025-10-15T00:00:00Z,2025,home,1610612747,Los Angeles Lakers,LAL,away,1610612742,Dallas Mavericks,DAL,94,121,False,0,0,b2b,True,1.6,1.2,103.5,109.5,-6.0,,,,12,41,0.2927,0.0,0,0
0012500005,2025-10-15T00:00:00Z,2025,away,1610612742,Dallas Mavericks,DAL,home,1610612747,Los Angeles Lakers,LAL,121,94,False,0,1,1_day,True,0.4,1.2,114.0,101.0,13.0,,,,9,31,0.2903,0.0,0,0
0012500022,2025-10-15T00:00:00Z,2025,home,1610612758,Sacramento Kings,SAC,away,1610612746,LA Clippers,LAC,91,109,False,0,4,3_plus_days,False,0.0,-0.15,122.0,130.0,-8.0,,,,9,42,0.2143,0.0,0,0
0012500022,2025-10-15T00:00:00Z,2025,away,1610612746,LA Clippers,LAC,home,1610612758,Sacramento Kings,SAC,109,91,False,0,2,2_days,True,0.15,-0.15,,,,,,,11,31,0.3548,0.0,0,0
0012500061,2025-10-15T00:00:00Z,2025,home,1610612766,Charlotte Hornets,CHA,away,1610612763,Memphis Grizzlies,MEM,145,116,False,0,3,3_plus_days,False,0.0,0.0,114.0,135.0,-21.0,,,,20,50,0.4,0.0,0,0
0012500061,2025-10-15T00:00:00Z,2025,away,1610612763,Memphis Grizzlies,MEM,home,1610612766,Charlotte Hornets,CHA,116,145,False,0,3,3_plus_days,False,0.0,0.0,,,,,,,26,60,0.4333,0.0,0,0
0012500062,2025-10-15T00:00:00Z,2025,home,1610612738,Boston Celtics,BOS,away,1610612761,Toronto Raptors,TOR,110,108,False,0,2,2_days,True,0.15,0.0,138.0,107.0,31.0,,,,15,52,0.2885,0.0,0,0
0012500062,2025-10-15T00:00:00Z,2025,away,1610612761,Toronto Raptors,TOR,home,1610612738,Boston Celtics,BOS,108,110,False,0,2,2_days,True,0.15,0.0,121.5,117.0,4.5,,,,12,36,0.3333,0.0,0,0
0012500023,2025-10-16T00:00:00Z,2025,home,1610612753,Orlando Magic,ORL,away,1610612740,New Orleans Pelicans,NOP,132,125,False,0,3,3_plus_days,False,0.0,-0.4,120.0,104.0,16.0,,,,14,31,0.4516,0.0,0,0
0012500023,2025-10-16T00:00:00Z,2025,away,1610612740,New Orleans Pelicans,NOP,home,1610612753,Orlando Magic,ORL,125,132,False,0,1,1_day,True,0.4,-0.4,,,,,,,9,31,0.2903,0.0,0,0
0012500024,2025-10-16T00:00:00Z,2025,home,1610612737,Atlanta Hawks,ATL,away,1610612745,Houston Rockets,HOU,115,133,False,0,2,2_days,True,0.15,-0.25,119.0,118.0,1.0,,,,10,36,0.2778,0.0,0,0
0012500024,2025-10-16T00:00:00Z,2025,away,1610612745,Houston Rockets,HOU,home,1610612737,Atlanta Hawks,ATL,133,115,False,0,1,1_day,True,0.4,-0.25,130.0,128.0,2.0,,,,19,48,0.3958,0.0,0,0
0012500025,2025-10-16T00:00:00Z,2025,home,1610612762,Utah Jazz,UTA,away,1610612757,Portland Trail Blazers,POR,132,129,False,0,2,2_days,True,0.15,-0.25,101.0,114.0,-13.0,,,,14,38,0.3684,0.0,0,0
