game_id,away_team,home_team,away_score,home_score,margin_home_minus_away,actual_total,vegas_spread_home,vegas_total,model,projected_margin,spread_edge,projected_total,total_edge,model_spread_pick,model_total_pick,model_spread_result,model_total_result,model_parlay_result,authority_spread_pick,authority_total_pick,authority_spread_result,authority_total_result,confidence_tier,arbitration_cluster,selection_authority,is_authority
0022500654,New Orleans Pelicans,San Antonio Spurs,104,95,-9,199,-11.5,240.0,Joel_Baseline_v1,-8.907114624505923,2.5928853754940775,233.80830039525694,-6.191699604743064,AWAY,UNDER,WIN,WIN,WIN,AWAY,UNDER,WIN,WIN,MODERATE,CLUSTER_A,Joel_Baseline_v1,True
0022500654,New Orleans Pelicans,San Antonio Spurs,104,95,-9,199,-11.5,240.0,MonkeyDarts_v2,-12.370429534411251,-0.8704295344112509,235.45660629423958,-4.543393705760423,HOME,UNDER,LOSS,WIN,LOSS,AWAY,UNDER,WIN,WIN,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500655,Miami Heat,Phoenix Suns,111,102,-9,213,-5.5,225.0,FatiguePlus_v3,-6.755677655677649,-1.2556776556776494,228.11560439560438,3.115604395604379,HOME,OVER,LOSS,LOSS,LOSS,AWAY,OVER,WIN,LOSS,IGNORE,NONE,Joel_Baseline_v1,False
0022500655,Miami Heat,Phoenix Suns,111,102,-9,213,-5.5,225.0,InjuryModel_v2,-4.65567765567765,0.8443223443223502,230.39560439560438,5.39560439560438,AWAY,OVER,WIN,LOSS,LOSS,AWAY,OVER,WIN,LOSS,IGNORE,NONE,Joel_Baseline_v1,False
0022500655,Miami Heat,Phoenix Suns,111,102,-9,213,-5.5,225.0,Joel_Baseline_v1,-4.65567765567765,0.8443223443223502,230.39560439560438,5.39560439560438,AWAY,OVER,WIN,LOSS,LOSS,AWAY,OVER,WIN,LOSS,IGNORE,NONE,Joel_Baseline_v1,True
0022500655,Miami Heat,Phoenix Suns,111,102,-9,213,-5.5,225.0,MonkeyDarts_v2,-14.571920519998818,-9.071920519998818,232.09871120781673,7.098711207816734,HOME,OVER,LOSS,LOSS,LOSS,AWAY,OVER,WIN,LOSS,IGNORE,NONE,Joel_Baseline_v1,False
0022500657,Philadelphia 76ers,Charlotte Hornets,93,130,37,223,-2.0,228.5,FatiguePlus_v3,2.160869565217382,4.160869565217382,230.38521739130437,1.8852173913043657,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500657,Philadelphia 76ers,Charlotte Hornets,93,130,37,223,-2.0,228.5,InjuryModel_v2,2.160869565217382,4.160869565217382,230.86521739130436,2.3652173913043555,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500657,Philadelphia 76ers,Charlotte Hornets,93,130,37,223,-2.0,228.5,Joel_Baseline_v1,2.160869565217382,4.160869565217382,230.86521739130436,2.3652173913043555,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,True
0022500657,Philadelphia 76ers,Charlotte Hornets,93,130,37,223,-2.0,228.5,MonkeyDarts_v2,8.936810366793807,10.936810366793807,232.9239019192717,4.423901919271714,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500658,Orlando Magic,Cleveland Cavaliers,98,114,16,212,-6.0,225.5,FatiguePlus_v3,-0.5038819875776426,5.496118012422357,233.14034161490684,7.640341614906845,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500658,Orlando Magic,Cleveland Cavaliers,98,114,16,212,-6.0,225.5,InjuryModel_v2,-0.5038819875776426,5.496118012422357,233.62034161490683,8.120341614906835,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500658,Orlando Magic,Cleveland Cavaliers,98,114,16,212,-6.0,225.5,Joel_Baseline_v1,-0.5038819875776426,5.496118012422357,233.62034161490683,8.120341614906835,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,True
0022500658,Orlando Magic,Cleveland Cavaliers,98,114,16,212,-6.0,225.5,MonkeyDarts_v2,6.571307203462261,12.571307203462261,236.0318683303846,10.531868330384611,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500659,Indiana Pacers,Atlanta Hawks,116,132,16,248,0.5,245.5,FatiguePlus_v3,-4.884963768115938,-5.384963768115938,232.40423913043477,-13.095760869565225,HOME,UNDER,WIN,LOSS,LOSS,HOME,UNDER,WIN,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500659,Indiana Pacers,Atlanta Hawks,116,132,16,248,0.5,245.5,InjuryModel_v2,-4.884963768115938,-5.384963768115938,232.58423913043478,-12.915760869565219,HOME,UNDER,WIN,LOSS,LOSS,HOME,UNDER,WIN,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500659,Indiana Pacers,Atlanta Hawks,116,132,16,248,0.5,245.5,Joel_Baseline_v1,-4.884963768115938,-5.384963768115938,232.58423913043478,-12.915760869565219,HOME,UNDER,WIN,LOSS,LOSS,HOME,UNDER,WIN,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,True
0022500659,Indiana Pacers,Atlanta Hawks,116,132,16,248,0.5,245.5,MonkeyDarts_v2,-9.752318909563513,-10.252318909563513,240.4710037524536,-5.028996247546388,HOME,UNDER,WIN,LOSS,LOSS,HOME,UNDER,WIN,LOSS,HIGH,CLUSTER_A,Joel_Baseline_v1,False
0022500660,Portland Trail Blazers,Boston Celtics,94,102,8,196,-7.5,225.5,FatiguePlus_v3,-5.456439393939391,2.043560606060609,231.78212121212118,6.282121212121183,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500660,Portland Trail Blazers,Boston Celtics,94,102,8,196,-7.5,225.5,InjuryModel_v2,-5.893939393939391,1.606060606060609,232.3371212121212,6.83712121212119,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500660,Portland Trail Blazers,Boston Celtics,94,102,8,196,-7.5,225.5,Joel_Baseline_v1,-5.893939393939391,1.606060606060609,232.3371212121212,6.83712121212119,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,True
0022500660,Portland Trail Blazers,Boston Celtics,94,102,8,196,-7.5,225.5,MonkeyDarts_v2,-3.330379056849811,4.169620943150189,231.2170098234139,5.717009823413889,AWAY,OVER,LOSS,LOSS,LOSS,AWAY,OVER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500661,Los Angeles Lakers,Chicago Bulls,129,118,-11,247,1.0,234.5,FatiguePlus_v3,-1.2521367521367495,-2.2521367521367495,229.6211396011396,-4.878860398860411,HOME,UNDER,LOSS,LOSS,LOSS,HOME,UNDER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500661,Los Angeles Lakers,Chicago Bulls,129,118,-11,247,1.0,234.5,InjuryModel_v2,-1.2521367521367495,-2.2521367521367495,230.10113960113958,-4.398860398860421,HOME,UNDER,LOSS,LOSS,LOSS,HOME,UNDER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,False
0022500661,Los Angeles Lakers,Chicago Bulls,129,118,-11,247,1.0,234.5,Joel_Baseline_v1,-1.2521367521367495,-2.2521367521367495,230.10113960113958,-4.398860398860421,HOME,UNDER,LOSS,LOSS,LOSS,HOME,UNDER,LOSS,LOSS,MODERATE,CLUSTER_A,Joel_Baseline_v1,True
