game_id,game_date,odds_commence_time_utc,odds_commence_time_cst,season_year,went_ot,ot_minutes,home_team_id,home_team,home_abbr,home_points,home_rest_days,home_rest_bucket,home_fatigue_flag,home_fatigue_score,home_avg_points_for,home_avg_points_against,home_net_rating,away_team_id,away_team,away_abbr,away_points,away_rest_days,away_rest_bucket,away_fatigue_flag,away_fatigue_score,away_avg_points_for,away_avg_points_against,away_net_rating,home_team_3pm,home_team_3pa,home_team_3pt_pct,away_team_3pm,away_team_3pa,away_team_3pt_pct,avg_team_3pm,avg_team_3pa,avg_team_3pt_pct,home_away_3pt_pct_diff,spread_home,spread_away,total,moneyline_home,moneyline_away,odds_source_used,Projected Home Score,Projected Away score,Total Projection,Total Bet,Home Line Projection,Line Bet,Spread Edge,Total Edge,Parlay Edge Score,Explanation,Line Result,odds_snapshot_utc,odds_match_method,Decision Factors,actionability,agent_override_confidence_delta,agent_override_pick,agent_override_reason,all_time_snapshot_count,confidence_reason,consensus_book_count,fatigue_diff_home_minus_away,home_injury_impact,home_num_out,home_num_questionable,moneyline_away_consensus,moneyline_away_consensus_all_time,moneyline_away_last,moneyline_home_consensus,moneyline_home_consensus_all_time,moneyline_home_last,nba_game_day_local,odds_commence_time_raw,odds_join_method,odds_snapshot_last_utc,spread_away_consensus,spread_away_consensus_all_time,spread_away_last,spread_home_consensus,spread_home_consensus_all_time,spread_home_last,total_consensus,total_consensus_all_time,total_last
0022500220,2025-11-12T00:00:00Z,,,2025,False,0,1610612759,San Antonio Spurs,SAS,120,1,1_day,True,0.4,121.53,114.24,7.29,1610612744,Golden State Warriors,GSW,125,0,b2b,True,1.6,111.71,113.71,-2.0,14,39,0.359,21,57,0.3684,,,,,,,,,,LAST,117.62,112.975,230.595,,-4.64500000000001,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-12,,,,,,,,,,,,
0022500221,2025-11-12T00:00:00Z,,,2025,False,0,1610612742,Dallas Mavericks,DAL,114,1,1_day,True,0.4,117.35,117.12,0.24,1610612756,Phoenix Suns,PHX,123,1,1_day,True,0.4,115.84,116.0,-0.16,17,47,0.3617,14,35,0.4,,,,,,,,,,LAST,116.675,116.48,233.155,,-0.19499999999999318,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-12,,,,,,,,,,,,
0022500222,2025-11-12T00:00:00Z,,,2025,False,0,1610612760,Oklahoma City Thunder,OKC,121,0,b2b,True,1.6,111.6,111.2,0.4,1610612747,Los Angeles Lakers,LAL,92,1,1_day,True,0.4,113.78,113.17,0.61,12,39,0.3077,11,35,0.3143,,,,,,,,,,LAST,112.38499999999999,112.49000000000001,224.875,,0.10500000000001819,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-12,,,,,,,,,,,,
0022500223,2025-11-12T00:00:00Z,,,2025,False,0,1610612758,Sacramento Kings,SAC,100,0,b2b,True,1.6,116.8,124.6,-7.8,1610612737,Atlanta Hawks,ATL,133,1,1_day,True,0.4,117.43,117.0,0.43,14,39,0.359,17,40,0.425,,,,,,,,,,LAST,116.9,121.015,237.91500000000002,,4.114999999999995,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-12,,,,,,,,,,,,
0022500224,2025-11-12T00:00:00Z,,,2025,False,0,1610612746,LA Clippers,LAC,116,1,1_day,True,0.4,112.33,108.4,3.93,1610612743,Denver Nuggets,DEN,130,0,b2b,True,1.6,123.14,118.0,5.14,16,37,0.4324,13,34,0.3824,,,,,,,,,,LAST,115.16499999999999,115.77000000000001,230.935,,0.6050000000000182,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-12,,,,,,,,,,,,
0022500225,2025-11-13T00:00:00Z,,,2025,False,0,1610612739,Cleveland Cavaliers,CLE,113,0,b2b,True,1.6,119.0,116.25,2.75,1610612761,Toronto Raptors,TOR,126,1,1_day,True,0.4,116.36,111.07,5.29,10,41,0.2439,12,31,0.3871,,,,,,,,,,LAST,115.035,116.305,231.34,,1.2700000000000102,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-13,,,,,,,,,,,,
0022500226,2025-11-13T00:00:00Z,,,2025,False,0,1610612756,Phoenix Suns,PHX,133,0,b2b,True,1.6,114.4,118.2,-3.8,1610612754,Indiana Pacers,IND,98,1,1_day,True,0.4,111.47,121.65,-10.18,13,35,0.3714,7,25,0.28,,,,,,,,,,LAST,118.025,114.83500000000001,232.86,,-3.1899999999999977,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-13,,,,,,,,,,,,
0022500227,2025-11-13T00:00:00Z,,,2025,False,0,1610612762,Utah Jazz,UTA,122,1,1_day,True,0.4,111.91,126.27,-14.36,1610612737,Atlanta Hawks,ATL,132,0,b2b,True,1.6,119.5,117.75,1.75,19,44,0.4318,24,47,0.5106,,,,,,,,,,LAST,114.83,122.88499999999999,237.71499999999997,,8.054999999999993,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-13,,,,,,,,,,,,
0022500039,2025-11-14T00:00:00Z,,,2025,False,0,1610612752,New York Knicks,NYK,140,1,1_day,True,0.4,120.95,109.63,11.32,1610612748,Miami Heat,MIA,132,1,1_day,True,0.4,121.13,118.33,2.8,21,53,0.3962,19,44,0.4318,,,,,,,,,,LAST,119.64,115.38,235.01999999999998,,-4.260000000000005,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500040,2025-11-14T00:00:00Z,,,2025,False,0,1610612753,Orlando Magic,ORL,105,1,1_day,True,0.4,116.11,111.06,5.06,1610612751,Brooklyn Nets,BKN,98,2,2_days,True,0.15,105.5,105.0,0.5,15,39,0.3846,10,39,0.2564,,,,,,,,,,LAST,110.555,108.28,218.835,,-2.2750000000000057,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500041,2025-11-14T00:00:00Z,,,2025,False,0,1610612765,Detroit Pistons,DET,114,1,1_day,True,0.4,117.06,105.83,11.22,1610612755,Philadelphia 76ers,PHI,105,2,2_days,True,0.15,107.33,108.67,-1.33,17,41,0.4146,14,39,0.359,,,,,,,,,,LAST,112.86500000000001,106.58,219.445,,-6.285000000000011,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500042,2025-11-14T00:00:00Z,,,2025,False,0,1610612745,Houston Rockets,HOU,140,1,1_day,True,0.4,112.5,107.75,4.75,1610612757,Portland Trail Blazers,POR,116,1,1_day,True,0.4,112.62,121.44,-8.81,17,45,0.3778,13,36,0.3611,,,,,,,,,,LAST,116.97,110.185,227.155,,-6.784999999999997,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500043,2025-11-14T00:00:00Z,,,2025,True,5,1610612749,Milwaukee Bucks,MIL,147,1,1_day,True,0.75,115.5,118.31,-2.81,1610612766,Charlotte Hornets,CHA,134,1,1_day,True,0.75,116.78,117.22,-0.44,20,34,0.5882,17,45,0.3778,,,,,,,,,,LAST,116.36,117.545,233.905,,1.1850000000000023,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500044,2025-11-14T00:00:00Z,,,2025,False,0,1610612750,Minnesota Timberwolves,MIN,124,3,3_plus_days,False,0.0,124.0,110.0,14.0,1610612758,Sacramento Kings,SAC,110,1,1_day,True,0.4,107.87,121.13,-13.27,12,37,0.3243,12,33,0.3636,,,,,,,,,,LAST,122.565,108.935,231.5,,-13.629999999999995,,,,,,,,,{},NONE,,,,,No model signal,,-0.4,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500045,2025-11-14T00:00:00Z,,,2025,False,0,1610612740,New Orleans Pelicans,NOP,104,1,1_day,True,0.4,119.39,123.67,-4.28,1610612747,Los Angeles Lakers,LAL,118,1,1_day,True,0.4,113.78,113.17,0.61,12,34,0.3529,10,34,0.2941,,,,,,,,,,LAST,116.28,118.725,235.005,,2.444999999999993,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500046,2025-11-14T00:00:00Z,,,2025,True,10,1610612742,Dallas Mavericks,DAL,127,1,1_day,True,1.1,117.35,117.12,0.24,1610612746,LA Clippers,LAC,133,1,1_day,True,1.1,113.29,111.82,1.47,10,36,0.2778,13,42,0.3095,,,,,,,,,,LAST,114.585,115.20500000000001,229.79000000000002,,0.6200000000000188,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500047,2025-11-14T00:00:00Z,,,2025,False,0,1610612759,San Antonio Spurs,SAS,108,1,1_day,True,0.4,121.53,114.24,7.29,1610612744,Golden State Warriors,GSW,109,1,1_day,True,0.4,111.75,114.38,-2.62,14,38,0.3684,17,45,0.3778,,,,,,,,,,LAST,117.955,112.995,230.95,,-4.959999999999994,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-14,,,,,,,,,,,,
0022500228,2025-11-15T00:00:00Z,,,2025,False,0,1610612739,Cleveland Cavaliers,CLE,108,1,1_day,True,0.4,118.68,113.59,5.09,1610612763,Memphis Grizzlies,MEM,100,2,2_days,True,0.15,108.4,111.6,-3.2,13,40,0.325,9,32,0.2812,,,,,,,,,,LAST,115.14,110.995,226.135,,-4.144999999999996,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-15,,,,,,,,,,,,
0022500229,2025-11-15T00:00:00Z,,,2025,False,0,1610612766,Charlotte Hornets,CHA,96,0,b2b,True,1.6,115.6,109.2,6.4,1610612760,Oklahoma City Thunder,OKC,109,2,2_days,True,0.15,115.0,103.5,11.5,16,42,0.381,11,23,0.4783,,,,,,,,,,LAST,109.55,112.1,221.64999999999998,,2.549999999999997,,,,,,,,,{},NONE,,,,,No model signal,,1.45,0.0,0,0,,,,,,,2025-11-15,,,,,,,,,,,,
0022500230,2025-11-15T00:00:00Z,,,2025,False,0,1610612754,Indiana Pacers,IND,111,1,1_day,True,0.4,112.56,115.56,-3.0,1610612761,Toronto Raptors,TOR,129,1,1_day,True,0.4,116.36,111.07,5.29,15,43,0.3488,7,30,0.2333,,,,,,,,,,LAST,111.815,115.96000000000001,227.775,,4.14500000000001,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-15,,,,,,,,,,,,
0022500231,2025-11-15T00:00:00Z,,,2025,False,0,1610612749,Milwaukee Bucks,MIL,95,0,b2b,True,1.6,117.33,118.33,-1.0,1610612747,Los Angeles Lakers,LAL,119,0,b2b,True,1.6,109.5,110.75,-1.25,15,39,0.3846,13,33,0.3939,,,,,,,,,,LAST,114.03999999999999,113.91499999999999,227.95499999999998,,-0.125,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-15,,,,,,,,,,,,
0022500232,2025-11-15T00:00:00Z,,,2025,False,0,1610612750,Minnesota Timberwolves,MIN,112,0,b2b,True,1.6,117.71,110.71,7.0,1610612743,Denver Nuggets,DEN,123,2,2_days,True,0.15,127.0,113.33,13.67,10,34,0.2941,14,29,0.4828,,,,,,,,,,LAST,115.52,118.85499999999999,234.375,,3.3349999999999937,,,,,,,,,{},NONE,,,,,No model signal,,1.45,0.0,0,0,,,,,,,2025-11-15,,,,,,,,,,,,
0022500233,2025-11-16T00:00:00Z,,,2025,False,0,1610612738,Boston Celtics,BOS,121,3,3_plus_days,False,0.0,117.75,115.75,2.0,1610612746,LA Clippers,LAC,118,1,1_day,True,0.4,113.29,111.82,1.47,16,39,0.4103,14,35,0.4,,,,,,,,,,LAST,114.785,114.52000000000001,229.305,,-0.26499999999998636,,,,,,,,,{},NONE,,,,,No model signal,,-0.4,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500234,2025-11-16T00:00:00Z,,,2025,False,0,1610612759,San Antonio Spurs,SAS,123,1,1_day,True,0.4,121.53,114.24,7.29,1610612758,Sacramento Kings,SAC,110,1,1_day,True,0.4,107.87,121.13,-13.27,14,38,0.3684,12,33,0.3636,,,,,,,,,,LAST,121.33,111.055,232.385,,-10.274999999999991,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500235,2025-11-16T00:00:00Z,,,2025,False,0,1610612764,Washington Wizards,WAS,106,3,3_plus_days,False,0.0,116.0,129.5,-13.5,1610612751,Brooklyn Nets,BKN,129,1,1_day,True,0.4,101.88,114.94,-13.06,12,34,0.3529,17,41,0.4146,,,,,,,,,,LAST,115.47,115.69,231.16,,0.21999999999999886,,,,,,,,,{},NONE,,,,,No model signal,,-0.4,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500236,2025-11-16T00:00:00Z,,,2025,True,5,1610612745,Houston Rockets,HOU,117,1,1_day,True,0.75,112.5,107.75,4.75,1610612753,Orlando Magic,ORL,113,1,1_day,True,0.75,114.18,116.53,-2.35,8,20,0.4,12,37,0.3243,,,,,,,,,,LAST,114.515,110.965,225.48000000000002,,-3.549999999999997,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500237,2025-11-16T00:00:00Z,,,2025,False,0,1610612740,New Orleans Pelicans,NOP,106,1,1_day,True,0.4,119.39,123.67,-4.28,1610612744,Golden State Warriors,GSW,124,1,1_day,True,0.4,111.75,114.38,-2.62,8,29,0.2759,24,56,0.4286,,,,,,,,,,LAST,116.88499999999999,117.71000000000001,234.595,,0.825000000000017,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500238,2025-11-16T00:00:00Z,,,2025,True,5,1610612742,Dallas Mavericks,DAL,138,1,1_day,True,0.75,117.35,117.12,0.24,1610612757,Portland Trail Blazers,POR,133,1,1_day,True,0.75,112.62,121.44,-8.81,15,34,0.4412,14,47,0.2979,,,,,,,,,,LAST,119.395,114.87,234.265,,-4.5249999999999915,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500239,2025-11-16T00:00:00Z,,,2025,False,0,1610612756,Phoenix Suns,PHX,122,2,2_days,True,0.15,122.0,114.0,8.0,1610612737,Atlanta Hawks,ATL,124,2,2_days,True,0.15,125.5,118.5,7.0,10,30,0.3333,14,43,0.3256,,,,,,,,,,LAST,120.25,119.75,240.0,,-0.5,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500240,2025-11-16T00:00:00Z,,,2025,True,10,1610612762,Utah Jazz,UTA,150,2,2_days,True,0.85,126.78,132.67,-5.89,1610612741,Chicago Bulls,CHI,147,3,3_plus_days,True,0.7,130.67,133.0,-2.33,18,49,0.3673,19,50,0.38,,,,,,,,,,LAST,129.89,131.67,261.55999999999995,,1.7800000000000011,,,,,,,,,{},NONE,,,,,No model signal,,0.15,0.0,0,0,,,,,,,2025-11-16,,,,,,,,,,,,
0022500241,2025-11-17T00:00:00Z,,,2025,False,0,1610612739,Cleveland Cavaliers,CLE,118,1,1_day,True,0.4,118.68,113.59,5.09,1610612749,Milwaukee Bucks,MIL,106,1,1_day,True,0.4,110.62,111.31,-0.69,15,35,0.4286,17,36,0.4722,,,,,,,,,,LAST,114.995,112.105,227.10000000000002,,-2.8900000000000006,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500242,2025-11-17T00:00:00Z,,,2025,False,0,1610612765,Detroit Pistons,DET,127,2,2_days,True,0.15,113.67,106.67,7.0,1610612754,Indiana Pacers,IND,112,1,1_day,True,0.4,111.47,121.65,-10.18,9,35,0.2571,9,31,0.2903,,,,,,,,,,LAST,117.66,109.07,226.73,,-8.590000000000003,,,,,,,,,{},NONE,,,,,No model signal,,-0.25,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500243,2025-11-17T00:00:00Z,,,2025,False,0,1610612755,Philadelphia 76ers,PHI,110,2,2_days,True,0.15,115.57,114.71,0.86,1610612746,LA Clippers,LAC,108,0,b2b,True,1.6,105.33,111.83,-6.5,11,33,0.3333,12,39,0.3077,,,,,,,,,,LAST,113.69999999999999,110.02,223.71999999999997,,-3.6799999999999926,,,,,,,,,{},NONE,,,,,No model signal,,-1.45,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500244,2025-11-17T00:00:00Z,,,2025,False,0,1610612748,Miami Heat,MIA,115,2,2_days,True,0.15,124.67,128.0,-3.33,1610612752,New York Knicks,NYK,113,2,2_days,True,0.15,114.4,120.8,-6.4,14,35,0.4,9,36,0.25,,,,,,,,,,LAST,122.735,121.2,243.935,,-1.5349999999999966,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500245,2025-11-17T00:00:00Z,,,2025,False,0,1610612761,Toronto Raptors,TOR,110,1,1_day,True,0.4,115.84,113.0,2.84,1610612766,Charlotte Hornets,CHA,108,1,1_day,True,0.4,116.78,117.22,-0.44,10,25,0.4,10,40,0.25,,,,,,,,,,LAST,116.53,114.89,231.42000000000002,,-1.6400000000000006,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500246,2025-11-17T00:00:00Z,,,2025,False,0,1610612750,Minnesota Timberwolves,MIN,120,1,1_day,True,0.4,115.89,108.78,7.11,1610612742,Dallas Mavericks,DAL,96,0,b2b,True,1.6,107.0,111.67,-4.67,14,44,0.3182,9,30,0.3,,,,,,,,,,LAST,113.78,107.89,221.67000000000002,,-5.890000000000001,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500247,2025-11-17T00:00:00Z,,,2025,False,0,1610612740,New Orleans Pelicans,NOP,109,0,b2b,True,1.6,109.25,119.25,-10.0,1610612760,Oklahoma City Thunder,OKC,126,1,1_day,True,0.4,123.19,107.86,15.33,12,28,0.4286,17,42,0.4048,,,,,,,,,,LAST,108.555,121.22,229.775,,12.664999999999992,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500248,2025-11-17T00:00:00Z,,,2025,False,0,1610612743,Denver Nuggets,DEN,127,1,1_day,True,0.4,118.19,114.31,3.88,1610612741,Chicago Bulls,CHI,130,0,b2b,True,1.6,111.0,123.0,-12.0,14,36,0.3889,19,53,0.3585,,,,,,,,,,LAST,120.595,112.655,233.25,,-7.939999999999998,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-17,,,,,,,,,,,,
0022500249,2025-11-18T00:00:00Z,,,2025,False,0,1610612753,Orlando Magic,ORL,121,1,1_day,True,0.4,116.11,111.06,5.06,1610612744,Golden State Warriors,GSW,113,1,1_day,True,0.4,111.75,114.38,-2.62,8,32,0.25,13,36,0.3611,,,,,,,,,,LAST,115.245,111.405,226.65,,-3.8400000000000034,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500250,2025-11-18T00:00:00Z,,,2025,False,0,1610612751,Brooklyn Nets,BKN,99,1,1_day,True,0.4,115.24,114.94,0.29,1610612738,Boston Celtics,BOS,113,1,1_day,True,0.4,116.22,109.17,7.06,14,38,0.3684,19,42,0.4524,,,,,,,,,,LAST,112.205,115.58,227.785,,3.375,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500251,2025-11-18T00:00:00Z,,,2025,False,0,1610612737,Atlanta Hawks,ATL,112,1,1_day,True,0.4,119.0,119.29,-0.29,1610612765,Detroit Pistons,DET,120,0,b2b,True,1.6,131.25,124.5,6.75,15,44,0.3409,10,31,0.3226,,,,,,,,,,LAST,121.75,125.27000000000001,247.02,,3.5200000000000102,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500252,2025-11-18T00:00:00Z,,,2025,False,0,1610612759,San Antonio Spurs,SAS,111,1,1_day,True,0.4,121.53,114.24,7.29,1610612763,Memphis Grizzlies,MEM,101,2,2_days,True,0.15,108.4,111.6,-3.2,16,42,0.381,12,39,0.3077,,,,,,,,,,LAST,116.565,111.32,227.885,,-5.2450000000000045,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500253,2025-11-18T00:00:00Z,,,2025,False,0,1610612747,Los Angeles Lakers,LAL,140,2,2_days,True,0.15,128.17,118.17,10.0,1610612762,Utah Jazz,UTA,126,1,1_day,True,0.4,112.95,123.2,-10.25,11,32,0.3438,13,45,0.2889,,,,,,,,,,LAST,125.685,115.56,241.245,,-10.125,,,,,,,,,{},NONE,,,,,No model signal,,-0.25,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500254,2025-11-18T00:00:00Z,,,2025,False,0,1610612757,Portland Trail Blazers,POR,110,1,1_day,True,0.4,117.62,115.44,2.19,1610612756,Phoenix Suns,PHX,127,1,1_day,True,0.4,115.84,116.0,-0.16,10,41,0.2439,14,40,0.35,,,,,,,,,,LAST,116.81,115.64,232.45,,-1.1700000000000017,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-18,,,,,,,,,,,,
0022500255,2025-11-19T00:00:00Z,,,2025,False,0,1610612739,Cleveland Cavaliers,CLE,104,1,1_day,True,0.4,118.68,113.59,5.09,1610612745,Houston Rockets,HOU,114,2,2_days,True,0.15,120.8,105.2,15.6,12,39,0.3077,9,24,0.375,,,,,,,,,,LAST,111.94,117.195,229.135,,5.2549999999999955,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500256,2025-11-19T00:00:00Z,,,2025,False,0,1610612754,Indiana Pacers,IND,127,1,1_day,True,0.4,112.56,115.56,-3.0,1610612766,Charlotte Hornets,CHA,118,1,1_day,True,0.4,116.78,117.22,-0.44,16,38,0.4211,13,45,0.2889,,,,,,,,,,LAST,114.89,116.17,231.06,,1.2800000000000011,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500257,2025-11-19T00:00:00Z,,,2025,False,0,1610612748,Miami Heat,MIA,110,1,1_day,True,0.4,121.62,118.38,3.25,1610612744,Golden State Warriors,GSW,96,0,b2b,True,1.6,111.71,113.71,-2.0,13,35,0.3714,13,49,0.2653,,,,,,,,,,LAST,117.66499999999999,115.04499999999999,232.70999999999998,,-2.6200000000000045,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500258,2025-11-19T00:00:00Z,,,2025,False,0,1610612755,Philadelphia 76ers,PHI,112,1,1_day,True,0.4,115.0,119.12,-4.12,1610612761,Toronto Raptors,TOR,121,1,1_day,True,0.4,116.36,111.07,5.29,14,35,0.4,11,29,0.3793,,,,,,,,,,LAST,113.035,117.74000000000001,230.775,,4.7050000000000125,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500259,2025-11-19T00:00:00Z,,,2025,False,0,1610612750,Minnesota Timberwolves,MIN,120,1,1_day,True,0.4,115.89,108.78,7.11,1610612764,Washington Wizards,WAS,109,2,2_days,True,0.15,103.25,124.0,-20.75,13,38,0.3421,14,32,0.4375,,,,,,,,,,LAST,119.945,106.015,225.95999999999998,,-13.929999999999993,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500260,2025-11-19T00:00:00Z,,,2025,False,0,1610612740,New Orleans Pelicans,NOP,118,1,1_day,True,0.4,119.39,123.67,-4.28,1610612743,Denver Nuggets,DEN,125,1,1_day,True,0.4,118.94,116.94,2.0,7,34,0.2059,11,31,0.3548,,,,,,,,,,LAST,118.16499999999999,121.305,239.47,,3.140000000000015,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500261,2025-11-19T00:00:00Z,,,2025,False,0,1610612760,Oklahoma City Thunder,OKC,113,1,1_day,True,0.4,118.29,105.5,12.79,1610612758,Sacramento Kings,SAC,99,2,2_days,True,0.15,110.33,122.0,-11.67,10,38,0.2632,8,28,0.2857,,,,,,,,,,LAST,120.14500000000001,107.91499999999999,228.06,,-12.230000000000018,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500262,2025-11-19T00:00:00Z,,,2025,False,0,1610612742,Dallas Mavericks,DAL,111,1,1_day,True,0.4,117.35,117.12,0.24,1610612752,New York Knicks,NYK,113,1,1_day,True,0.4,114.33,113.28,1.06,16,44,0.3636,12,42,0.2857,,,,,,,,,,LAST,115.315,115.725,231.04,,0.4099999999999966,,,,,,,,,{},NONE,,,,,No model signal,,0.0,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500263,2025-11-19T00:00:00Z,,,2025,False,0,1610612757,Portland Trail Blazers,POR,121,0,b2b,True,1.6,114.4,115.8,-1.4,1610612741,Chicago Bulls,CHI,122,1,1_day,True,0.4,117.5,123.39,-5.89,12,42,0.2857,21,49,0.4286,,,,,,,,,,LAST,118.89500000000001,116.65,235.54500000000002,,-2.2450000000000045,,,,,,,,,{},NONE,,,,,No model signal,,1.2,0.0,0,0,,,,,,,2025-11-19,,,,,,,,,,,,
0022500264,2025-11-20T00:00:00Z,,,2025,False,0,1610612753,Orlando Magic,ORL,129,1,1_day,True,0.4,116.11,111.06,5.06,1610612746,LA Clippers,LAC,101,2,2_days,True,0.15,108.0,116.4,-8.4,18,34,0.5294,14,36,0.3889,,,,,,,,,,LAST,116.255,109.53,225.785,,-6.724999999999994,,,,,,,,,{},NONE,,,,,No model signal,,0.25,0.0,0,0,,,,,,,2025-11-20,,,,,,,,,,,,
0022500265,2025-11-20T00:00:00Z,,,2025,False,0,1610612763,Memphis Grizzlies,MEM,137,1,1_day,True,0.4,116.4,116.93,-0.53,1610612758,Sacramento Kings,SAC,96,0,b2b,True,1.6,101.0,125.8,-24.8,17,54,0.3148,11,33,0.3333,,,,,,,,,,LAST,121.1,108.965,230.065,,-12.134999999999991,,,,,,,,,{},NONE,,,,,No model signal,,-1.2,0.0,0,0,,,,,,,2025-11-20,,,,,,,,,,,,
0022500266,2025-11-20T00:00:00Z,,,2025,True,5,1610612749,Milwaukee Bucks,MIL,114,2,2_days,True,0.5,120.0,116.5,3.5,1610612755,Philadelphia 76ers,PHI,123,0,b2b,True,1.95,121.17,112.83,8.33,14,36,0.3889,18,53,0.3396,,,,,,,,,,LAST,116.41499999999999,118.83500000000001,235.25,,2.420000000000016,,,,,,,,,{},NONE,,,,,No model signal,,-1.45,0.0,0,0,,,,,,,2025-11-20,,,,,,,,,,,,
