actionability,agent_reasoning,away_team,away_team_key,bookmaker_count,completed,confidence_reason,confidence_tier,game_date,game_id,home_line_proj,home_team,home_team_key,line_source,model_name,moneyline_away_last,moneyline_home_last,odds_event_id,odds_snapshot_last_utc,parlay_edge_score,slate_date,spread_away_last,spread_edge,spread_home_last,spread_pick,status,tip_time_cst,total_edge,total_last,total_pick,total_projection
ACTIVE,,Philadelphia Eagles,PHI,10.0,0,Football market blend edge clears threshold,LOW,2026-09-29,47dc7baa254659f3beb2ed2b38c207b6,3.25,Chicago Bears,CHI,odds_api_flattened_consensus,Football_MarketBlend_v1,-183.5,155.0,47dc7baa254659f3beb2ed2b38c207b6,2026-09-26T19:49:12.394893+00:00,0.75,2026-09-28,-3.5,0.25,3.5,,,2026-09-28 07:15 PM CT,0.5,42.0,OVER,42.5
