selection_authority,primary_model_source,game_id,game_date_local,away_team,home_team,away_team_id,home_team_id,tip_time_cst,season_type,spread_home_last,spread_away_last,total_last,moneyline_home_last,moneyline_away_last,projected_margin_home,projected_total,spread_pick,total_pick,confidence_tier,cluster_alignment,arbitration_cluster,confidence_reason,actionability,spread_edge,total_edge,parlay_edge_score
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851370,2026-03-12,Rutgers,Minnesota,rutgers,minnesota,,2,-6.0,6.0,136.0,-260.0,215.0,-5.3125,147.6161,Rutgers,OVER,HIGH,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.6875,11.6161,12.3036
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851408,2026-03-12,New Mexico,Sam Houston,new_mexico,sam_houston,,2,-11.5,11.5,157.5,-700.0,450.0,-0.3138,152.4196,New Mexico,UNDER,HIGH,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,11.1862,-5.0804,16.2666
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851410,2026-03-12,Middle Tenn.,Louisiana Tech,middle_tenn,louisiana_tech,,2,1.5,-1.5,130.5,110.0,-135.0,0.8046,141.2108,Louisiana Tech,OVER,HIGH,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-0.6954,10.7108,11.4062
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851391,2026-03-12,Cal Poly,UC San Diego,cal_poly,uc_san_diego,,2,-4.5,4.5,162.5,-205.0,177.0,-5.5023,153.4386,UC San Diego,UNDER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-1.0023,-9.0614,10.0636
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851266,2026-03-12,Rhode Island,Duquesne,rhode_island,duquesne,,2,-1.5,1.5,138.5,-135.0,110.0,-0.8081,146.2453,Rhode Island,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.6919,7.7453,8.4372
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851310,2026-03-12,Georgetown,DePaul,georgetown,depaul,,2,1.0,-1.0,136.5,0.0,0.0,0.4231,144.0769,DePaul,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-0.5769,7.5769,8.1538
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851392,2026-03-12,UC Santa Barbara,UC Davis,uc_santa_barbara,uc_davis,,2,4.5,-4.5,140.5,170.0,-210.0,1.3459,147.9524,UC Davis,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-3.1541,7.4524,10.6065
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851312,2026-03-12,Creighton,Seton Hall,creighton,seton_hall,,2,-2.5,2.5,135.5,-155.0,125.0,-1.5255,142.6883,Creighton,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.9745,7.1883,8.1628
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851222,2026-03-12,Temple,Florida,temple,florida,,2,1.5,-1.5,144.5,-110.0,-110.0,-0.699,151.3499,Florida,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-2.199,6.8499,9.0489
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851560,2026-03-12,South Carolina,Oklahoma,south_carolina,oklahoma,,2,-7.5,7.5,149.5,-350.0,275.0,-4.0833,155.1157,South Carolina,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,3.4167,5.6157,9.0324
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851294,2026-03-12,Oklahoma,TCU,oklahoma,tcu,,2,-6.0,6.0,157.5,-260.0,210.0,-1.0515,156.4344,Oklahoma,UNDER,LOW,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,4.9485,-1.0656,6.014
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401858188,2026-03-12,Buffalo,Akron,buffalo,akron,,2,-13.5,13.5,159.5,-1100.0,700.0,-9.1558,160.4221,Buffalo,OVER,LOW,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,4.3442,0.9221,5.2662
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851336,2026-03-12,Idaho,Montana,idaho,montana,,2,3.5,-3.5,146.5,150.0,-185.0,-0.3107,149.7337,Montana,OVER,LOW,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-3.8107,3.2337,7.0444
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401858187,2026-03-12,Bowling Green,Toledo,bowling_green,toledo,,2,-1.5,1.5,152.5,-115.0,-105.0,1.2384,155.2867,Bowling Green,OVER,LOW,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,2.7384,2.7867,5.525
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401858186,2026-03-12,Massachusetts,Miami (OH),massachusetts,miami_oh,,2,0.0,0.0,163.5,-300.0,240.0,-4.1103,162.2955,,UNDER,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.0,-1.2045,1.2045
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851719,2026-03-12,Alabama A&M,Texas Southern,alabama_a_and_m,texas_southern,,2,0.0,0.0,144.5,-102.0,-118.0,2.0598,144.1624,,UNDER,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.0,-0.3376,0.3376
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851263,2026-03-12,George Washington,Fordham,george_washington,fordham,,2,0.0,0.0,0.0,0.0,0.0,3.0847,145.8929,,,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,NONE,0.0,0.0,0.0
