selection_authority,primary_model_source,game_id,game_date_local,away_team,home_team,away_team_id,home_team_id,tip_time_cst,season_type,spread_home_last,spread_away_last,total_last,moneyline_home_last,moneyline_away_last,projected_margin_home,projected_total,spread_pick,total_pick,confidence_tier,cluster_alignment,arbitration_cluster,confidence_reason,actionability,spread_edge,total_edge,parlay_edge_score
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851593,2026-03-09,Furman,Tennessee,furman,tennessee,,2,0.0,0.0,138.5,-118.0,-102.0,-0.95,153.05,,OVER,HIGH,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,0.0,14.55,14.55
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851714,2026-03-09,Alcorn,Alabama,alcorn,alabama,,2,-3.5,3.5,140.5,-210.0,160.0,-8.0,147.8333,Alabama,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,-4.5,7.3333,11.8333
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401856431,2026-03-09,Campbell,Monmouth,campbell,monmouth,,2,-1.5,1.5,151.5,-115.0,-105.0,3.1667,157.1667,Campbell,OVER,MEDIUM,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,4.6667,5.6667,10.3333
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851706,2026-03-09,Georgia,Troy,georgia,troy,,2,-5.5,5.5,152.5,-235.0,195.0,-1.5,156.9444,Georgia,OVER,LOW,NONE,NONE,NCAAM MVP placeholder confidence,ACTIVE,4.0,4.4444,8.4444
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851466,2026-03-09,Fairfield,Siena,fairfield,siena,,2,0.0,0.0,0.0,0.0,0.0,5.0,125.5,,,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851705,2026-03-09,Georgia,Marshall,georgia,marshall,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851331,2026-03-09,Idaho,Montana,idaho,montana,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851607,2026-03-09,New Orleans,A&M-Corpus Christi,new_orleans,a_and_m_corpus_christi,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851629,2026-03-09,North Dakota,North Dakota,north_dakota,north_dakota,,2,0.0,0.0,0.0,0.0,0.0,0.0,136.0,,,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851332,2026-03-09,Northern Colo.,Montana,northern_colo,montana,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851604,2026-03-09,Northwestern,Nicholls,northwestern,nicholls,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851757,2026-03-09,Pacific,Santa Clara,pacific,santa_clara,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,IGNORE,NONE,NONE,No model signal yet,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401851756,2026-03-09,San Francisco,Oregon,san_francisco,oregon,,2,0.0,0.0,0.0,0.0,0.0,13.5,148.0,,,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,NONE,0.0,0.0,0.0
ncaam_avg_score_model,ncaam_avg_score_model,ncaam_401856430,2026-03-09,William & Mary,Hofstra,william_and_mary,hofstra,,2,0.0,0.0,0.0,0.0,0.0,-0.75,134.75,,,IGNORE,NONE,NONE,NCAAM MVP placeholder confidence,NONE,0.0,0.0,0.0
